"(Intercept)","DOY","I(DOY^2)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","site","temp_surf","I(temp_surf^2)","velocity","year","df","logLik","AICc","delta","weight"
19.7714664958097,-0.0428801222830639,NA,0.582769261966943,NA,0.0445255040004839,NA,"+",NA,-4.53236956551873,-0.00448173424795481,NA,8,-186.409882403922,389.134175288194,24.9890423021805,2.46379876157936e-07
32.0111203374173,NA,-9.65882305372634e-05,0.573873754002912,NA,NA,NA,"+",-0.260295905621972,-4.20220098090986,-0.0086281760008866,"+",9,-185.415140489276,389.224154063891,25.0790210778775,2.35541040765286e-07
-39.8234299260213,0.337512401689703,-0.00071251050346725,-1.6784235756729,NA,NA,NA,NA,0.34642477670465,NA,-0.000345710554078605,NA,6,-188.530322172375,389.243253040403,25.0981200543898,2.33302450072332e-07
3.19366746226752,NA,-7.10984800308422e-05,NA,NA,NA,NA,NA,-0.578922659336897,NA,-2.60816658993745e-05,"+",5,-189.559279086989,389.248710017796,25.1035770317825,2.32666754612784e-07
4.12646960162039,NA,-7.44736136555618e-05,-0.555395916332304,NA,NA,NA,NA,NA,-2.41217754312801,-0.000176002369205359,"+",6,-188.550289875674,389.283188447,25.1380554609869,2.28690137857943e-07
10.1981414027611,-0.0421718587491675,NA,NA,NA,NA,NA,"+",-0.210492466968825,-4.3858884668685,NA,"+",7,-187.545976343656,389.335961401909,25.1908284158958,2.22734727375499e-07
-0.536979398229919,NA,-6.28777630896886e-05,NA,NA,0.0364685572371558,NA,NA,NA,NA,-0.000112901033235261,"+",5,-189.611804331463,389.353760506743,25.20862752073,2.20761282407635e-07
-41.9507117558698,0.295819688168894,-0.000621197500286447,-0.580429287643466,NA,0.0637549814292218,NA,NA,NA,NA,NA,NA,5,-189.619728807789,389.369609459396,25.2244764733832,2.19018778186792e-07
-46.0995215470256,0.321043579194726,-0.000664281966734551,NA,NA,0.0752752227002608,NA,NA,0.391563337057633,NA,-0.000226548178482304,NA,6,-188.602305422282,389.387219540217,25.2420865542036,2.1709877425498e-07
10.1165809713788,-0.0414865188521645,NA,0.151191822319182,NA,NA,NA,"+",NA,-4.4754000792575,NA,"+",7,-187.58804531198,389.420099338557,25.2749663525443,2.13558869859116e-07
-0.732189757297412,NA,-6.7191461263819e-05,0.198504913677873,NA,0.042607313615172,NA,NA,NA,-2.61877611121087,NA,"+",6,-188.621469672542,389.425548040736,25.2804150547232,2.12977852326584e-07
8.78102475354255,-0.0319154316831973,NA,-0.458614344388996,-0.291373840113035,-0.0166135405483113,NA,"+",0.083151534941081,NA,NA,"+",9,-185.516018808666,389.425910702671,25.2807777166578,2.12939236347855e-07
-35.9797753428313,0.303031655138715,-0.000644416367361865,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-191.688269799833,389.428375452798,25.2832424667847,2.12676976977093e-07
4.08960119243178,-0.0391056585358856,NA,NA,NA,0.0495791551601212,NA,NA,-0.843875942952058,-3.3133008901341,NA,"+",6,-188.629174163747,389.440957023147,25.295824037134,2.11343271229846e-07
4.72893812984599,NA,-8.50967766401771e-05,-1.10173522040876,NA,NA,-0.00524089324235785,"+",NA,NA,NA,NA,6,-188.635088828627,389.452786352906,25.3076533668932,2.10096936066773e-07
-44.0703748726206,0.368111087678131,-0.000769184145524048,-1.69665273920676,NA,NA,0.00137937770436886,NA,NA,NA,-0.000320163615916489,NA,6,-188.644303878966,389.471216453584,25.3260834675705,2.08169775304041e-07
-44.3571384959263,0.304574283287701,-0.000635881290560246,NA,NA,0.0827810771217894,0.00195390247672002,NA,NA,-2.33140910295812,-0.000228585008121075,NA,7,-187.620327683101,389.484664080799,25.3395310947861,2.06774775650563e-07
0.338087349631856,NA,-7.74154139296086e-05,NA,NA,0.0424061541741667,-0.00516428223549192,"+",NA,NA,NA,NA,6,-188.652311619978,389.487231935609,25.3420989495957,2.06509462207534e-07
8.76502364180991,-0.0384543835224013,NA,NA,NA,NA,NA,NA,NA,-2.60650950631166,NA,"+",4,-190.703613052685,389.493806191949,25.3486732059364,2.05831753604609e-07
-43.4871328225547,0.309323189612399,-0.000649081218048536,-1.25382000772971,NA,0.0699606873085888,0.00155656796494766,NA,NA,-1.84898637901754,-0.000322917025345222,NA,8,-186.646522601317,389.607455682983,25.4623226969697,1.9446153101119e-07
-51.5419618651202,0.35998469194599,-0.000736060680832988,NA,NA,0.0756505970650916,0.00173465301295588,NA,NA,NA,-0.000199046983325109,NA,6,-188.725910183817,389.634429063286,25.4892960772733,1.9185649474041e-07
3.44424394994352,NA,-6.92630622200083e-05,-0.74302736889534,NA,NA,NA,NA,NA,NA,-0.00016932119987017,"+",5,-189.763487311962,389.657126467741,25.511993481728,1.89691480797001e-07
-36.5260642287382,0.309836690163813,-0.000657789755850412,NA,NA,NA,NA,NA,NA,NA,-0.000160089450347421,NA,4,-190.838597890422,389.763775867425,25.6186428814117,1.79841205033859e-07
-37.9219630576876,0.269344759950915,-0.000576473034530472,-1.29185411124464,NA,0.0691090153568148,NA,NA,0.104395865429567,-1.69166832321585,-0.000319740940356305,NA,8,-186.730836793308,389.776084066964,25.6309510809514,1.7873784289798e-07
-36.7277350403827,0.249189736708424,-0.000535299885988737,NA,NA,0.0822318971544206,NA,NA,0.0732670500416846,-2.20847314063513,-0.000214132469900839,NA,7,-187.775345527021,389.794699768638,25.649566782625,1.77081896324622e-07
37.488904831604,-0.0406594581899733,NA,0.102695020159521,-0.294985814166117,-0.0116728293051093,NA,"+",0.0167641498543684,NA,-0.00885210534298929,"+",10,-184.702279123207,389.887014386766,25.7418814007527,1.69094039616926e-07
4.13819952131113,NA,-7.92602764854342e-05,-0.447521472290941,NA,NA,NA,NA,-0.70627215033927,-2.68749658112531,-8.11445865327391e-05,"+",7,-187.841424306972,389.92685732854,25.7817243425271,1.65758769674619e-07
-0.66565303547352,NA,-6.90290407314432e-05,-0.493864755346774,NA,0.0470401976088824,NA,NA,NA,-2.70285747780513,-0.000194128490747597,"+",7,-187.855333061789,389.954674838176,25.8095418521629,1.63469230815439e-07
-43.3651354848839,0.300741222614501,-0.000627843704576095,NA,NA,0.0706287461105634,0.000178917635129333,NA,NA,NA,NA,NA,5,-189.917437308109,389.965026460036,25.819893474023,1.6262533080125e-07
-42.4330721953037,0.293875435049622,-0.000615480135849047,NA,NA,0.0707497733014674,NA,NA,-0.0241715864435964,NA,NA,NA,5,-189.917731251021,389.965614345861,25.8204813598475,1.62577535262835e-07
0.463178494161367,NA,-7.42791528674036e-05,0.20494705607351,NA,0.0396003372849586,NA,"+",-0.193820591437916,-4.2649417791048,NA,"+",9,-185.80570819195,390.005289469239,25.8601564832259,1.59384172367178e-07
-32.4202410288587,0.217185613305466,-0.000477903281572508,NA,NA,0.0784695045517353,NA,NA,-0.346189719228395,-2.40184908242881,NA,NA,6,-188.935966969606,390.054542634864,25.909409648851,1.55507021284032e-07
3.51748730835239,-0.0354922412754174,NA,NA,NA,0.0470450788239998,NA,NA,NA,-2.80946495255433,NA,"+",5,-189.965748302978,390.061648449773,25.9165154637604,1.54955499561832e-07
36.2363318859905,-0.0499081787684686,NA,0.550022197325575,NA,NA,NA,"+",NA,-4.6647444430276,-0.0078587851617047,"+",8,-186.879038275459,390.072487031267,25.9273540452542,1.54118021973785e-07
29.5227486098162,-0.0483204891422452,NA,0.471160625311969,NA,NA,NA,"+",-0.324450998223991,-4.43286548445242,-0.00583639722289651,NA,8,-186.883786023674,390.081982527698,25.936849541685,1.53388042660195e-07
0.200819736798286,NA,-6.40946158362084e-05,NA,NA,0.0281604879524826,NA,"+",NA,NA,NA,"+",6,-188.953391451066,390.089391597785,25.9442586117717,1.52820862498972e-07
-36.4674240867677,0.306913665434774,-0.00065388444173525,-0.830860158144409,NA,NA,NA,NA,NA,NA,NA,NA,4,-191.008654434841,390.103888956262,25.9587559702489,1.51717118262574e-07
27.9292456738933,NA,-8.30307290463383e-05,NA,NA,0.0327915067643283,NA,"+",-0.340265607626235,NA,-0.00890647589652411,NA,7,-187.931271162332,390.106551039261,25.9614180532482,1.51515310818801e-07
8.20790502833457,-0.0457320993343587,NA,-0.260108576407291,NA,0.0252646848068598,-0.00897631323093558,NA,0.338334902743414,-0.332951943612419,-6.5869468799213e-05,"+",9,-185.857406674462,390.108686434264,25.9635534482509,1.51353624631352e-07
33.8605702614666,-0.0500608022475885,NA,NA,NA,NA,NA,"+",-0.275104227441943,-4.39643757387512,-0.00713471387323172,"+",8,-186.902457263727,390.119325007804,25.9741920217907,1.50550668767812e-07
30.1038561740022,NA,-9.31861435493059e-05,0.756100390065343,NA,0.0465309077315337,NA,"+",-0.248385906745216,-4.45018646146047,-0.0095378017945517,"+",10,-184.822877241136,390.128210622622,25.9830776366089,1.49883284768218e-07
-0.290157311385018,NA,-6.3161751182476e-05,-0.0339455076230777,NA,0.0316025767285255,NA,NA,NA,NA,NA,"+",5,-190.016914431313,390.163980706444,26.0188477204305,1.47226445599288e-07
10.5787507548665,-0.0425572825357164,NA,-0.0611977273741023,NA,NA,NA,"+",0.0580789107005092,-4.9081462990483,NA,NA,7,-187.965174919067,390.174358552732,26.0292255667186,1.46464477494926e-07
5.13650879527777,-0.039330981691521,NA,NA,NA,0.0448610600875768,NA,"+",-0.199515989766228,-4.52420119066448,NA,"+",8,-186.953744440555,390.22189936146,26.0767663754472,1.43024010284609e-07
-35.8674441119251,0.247478686405311,-0.000532920375837964,-0.367237895935783,NA,0.070821014925354,NA,NA,NA,-1.74858211789747,NA,NA,6,-189.028876123527,390.240360942706,26.0952279566933,1.41709860244806e-07
4.97212978400092,-0.0386032477881839,NA,0.26098260390255,NA,0.0458939239717592,NA,"+",NA,-4.65662795484478,NA,"+",8,-186.974679843196,390.263770166742,26.1186371807286,1.40060870529625e-07
7.64394947211286,-0.0353467900248468,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",3,-192.109380973724,390.270597800579,26.1254648145661,1.39583543577141e-07
3.13146201978726,NA,-6.86969136422392e-05,-0.548454508710892,NA,NA,NA,"+",NA,NA,NA,"+",6,-189.071602239431,390.325813174515,26.180680188502,1.35782672835628e-07
-29.1919472940364,0.258191957353167,-0.000564884257680523,NA,NA,NA,NA,NA,NA,-1.87353773539979,-0.000180134186425614,NA,5,-190.108077501979,390.346306847776,26.2011738617626,1.34398434115664e-07
10.9822810413365,-0.0451232887758127,NA,NA,NA,NA,-0.00598708809261253,"+",NA,NA,NA,NA,5,-190.117469251346,390.365090346509,26.2199573604962,1.33142106498725e-07
3.22343424620627,NA,-6.95239962258231e-05,NA,NA,NA,NA,"+",-0.297540216876265,NA,NA,"+",6,-189.101672161372,390.385953018396,26.240820032383,1.31760475116414e-07
24.7536406956752,NA,-7.92547965057609e-05,-0.0865167546942892,NA,0.031740341905493,NA,"+",NA,NA,-0.00788913888970372,NA,7,-188.071039300146,390.386087314889,26.2409543288757,1.3175162792861e-07
26.1773903108023,NA,-7.99976282560496e-05,NA,NA,0.0323965336073295,NA,"+",NA,NA,-0.00835585800542676,"+",7,-188.071971655398,390.387952025394,26.2428190393805,1.31628845853451e-07
-29.4812972004509,0.25684074305588,-0.000561061067086253,NA,NA,NA,NA,NA,NA,-1.59399027791146,NA,NA,4,-191.155216928176,390.397013942932,26.2518809569186,1.3103379008467e-07
-3.56882322415969,NA,-6.72526651672292e-05,NA,NA,0.080795848993028,NA,NA,NA,-3.5515250648502,-0.000203378808124581,NA,5,-190.135351867544,390.400855578905,26.2557225928923,1.30782339596409e-07
-36.3716811567277,0.247393342042934,-0.000531309234312389,NA,NA,0.0758150105941564,0.000177308295691895,NA,NA,-1.93627485899237,NA,NA,6,-189.140707523649,390.46402374295,26.3188907569373,1.26716249326317e-07
0.0315991430788404,NA,-6.82655136460297e-05,-0.292932342049716,NA,0.0298908667093829,NA,NA,-0.671724223667747,NA,NA,"+",6,-189.169626513384,390.52186172242,26.3767287364071,1.23104223212862e-07
-0.303081170766984,NA,-6.64997650886764e-05,NA,NA,0.033736888832651,NA,NA,-0.53559898159726,NA,-4.52477173503542e-05,"+",6,-189.183207822827,390.549024341307,26.4038913552935,1.21443608847644e-07
9.18277170267919,-0.0389505764340386,NA,NA,NA,NA,NA,NA,NA,-2.77172723481367,-0.00012535330525816,"+",5,-190.213461225317,390.557074294451,26.4119413084378,1.20955783568434e-07
4.64200798526358,-0.0391031927021538,NA,0.126295655019911,NA,0.0519077048945702,NA,"+",-0.00670034569624762,-4.98748272642859,NA,NA,8,-187.144744738934,390.603899958218,26.458766972205,1.18156760528701e-07
33.8885243330409,-0.0479164836919271,NA,0.746652841166175,NA,0.0522733888459609,NA,"+",NA,-4.91598242631086,-0.0089002490489202,"+",9,-186.106723566061,390.607320217461,26.4621872314476,1.17954869831398e-07
0.669128750790408,NA,-7.91759887959637e-05,-0.999715444250468,NA,0.0375020973049352,-0.00509336639607647,"+",NA,NA,NA,NA,7,-188.195177182728,390.634363080053,26.4892300940396,1.16370685518789e-07
-46.4264927638325,0.335150967393352,-0.000695523738944364,-1.46991692192118,NA,0.0626323924308562,0.000405812419026323,NA,0.308948890007885,NA,-0.000343277353160815,NA,8,-187.184159896587,390.682730273524,26.537597287511,1.13590180605806e-07
3.19585979806759,-0.0356733127655316,NA,NA,NA,0.0546231341572398,NA,NA,NA,-3.06241592337215,-0.000152827625837953,"+",6,-189.251251329628,390.685111354908,26.539978368895,1.13455027342278e-07
-0.486238145033939,NA,-7.38154042784029e-05,-0.377861319159253,NA,0.0454049838179987,NA,NA,-0.673302068838233,-2.97618554569182,-0.00010174354814509,"+",8,-187.209853722801,390.734117925951,26.5889849399379,1.1070878974007e-07
29.0911411770973,NA,-8.58450848212372e-05,NA,NA,NA,NA,"+",-0.351972946548907,NA,-0.00817833138885098,"+",7,-188.256237488521,390.756483691639,26.6113507056256,1.09477643029588e-07
8.06104940255067,-0.037536773534336,NA,NA,NA,NA,NA,NA,-0.6265765311946,NA,NA,"+",4,-191.337142693971,390.760865474522,26.6157324885093,1.09238051953255e-07
-39.225682203199,0.334015927732996,-0.00070764328496045,-1.54725172734458,NA,NA,0.00151148125670817,NA,NA,-1.39144335029878,-0.000324482383164537,NA,7,-188.263869194912,390.77174710442,26.6266141184074,1.08645321856758e-07
31.9969603620262,NA,-8.77174159406952e-05,-0.102651109175982,NA,NA,NA,"+",-0.318165054324468,NA,-0.00909205793619883,NA,7,-188.273859983756,390.79172868211,26.6465956960968,1.07565273637785e-07
33.0138658243097,-0.0435977191707336,NA,NA,NA,NA,NA,"+",NA,NA,-0.00761749668824398,NA,5,-190.340791877073,390.811735597964,26.6666026119507,1.06494613031043e-07
3.3722037125076,NA,-7.23917508159158e-05,-0.679991750029215,NA,NA,NA,NA,-0.549295494051106,NA,-9.46790898787014e-05,"+",6,-189.319883703442,390.822376102537,26.677243116524,1.05929539322761e-07
30.3488115504615,-0.0477135686354152,NA,NA,NA,0.0485989937049527,NA,"+",-0.265015000237623,-4.55485879768808,-0.00772306881443856,"+",9,-186.21489835751,390.823669800359,26.6785368143458,1.05861041072017e-07
-34.4218770304713,0.298842093040754,-0.00064305623798309,-1.57572792568135,NA,NA,NA,NA,0.1872647649347,-1.15267048227425,-0.00033033051304675,NA,7,-188.309307246883,390.862623208364,26.7174902223505,1.03819165955315e-07
-0.190712206146188,NA,-6.46154045919527e-05,-0.715716877463276,NA,0.0349311576211515,NA,NA,NA,NA,-0.000181160117667042,"+",6,-189.349051938357,390.880712572366,26.7355795863533,1.02884388369149e-07
22.7243229330773,-0.0448722449385466,NA,0.585902005501295,NA,0.0452876015828192,NA,"+",-0.346235669021701,-4.52611708596135,-0.00533441048474673,NA,9,-186.267323753405,390.928520592149,26.7833876061357,1.00454200268814e-07
9.6350017602332,-0.041910016476907,NA,NA,NA,NA,NA,NA,-0.757116542112705,-3.06759851813958,-3.62740896186836e-05,"+",6,-189.393314251365,390.969237198383,26.8241042123695,9.8429799808494e-08
9.62303512210996,-0.0423310570774697,NA,-0.179799032375116,NA,NA,NA,NA,-0.853312757222011,-3.01724869268915,NA,"+",6,-189.399755545026,390.982119785705,26.8369867996921,9.77978221249051e-08
-2.46263849179759,NA,-7.00425844651999e-05,-1.06765023275988,NA,0.0711512045995392,NA,NA,NA,-3.21403033302417,-0.000291110731412718,NA,6,-189.401140315846,390.984889327345,26.8397563413315,9.76624882794029e-08
-3.48538146477232,NA,-6.64701910806019e-05,NA,NA,0.0749672911257928,NA,NA,NA,-3.24598643383564,NA,NA,4,-191.458364992281,391.003310071142,26.8581770851286,9.67671101542127e-08
27.2932278570595,NA,-8.29484551846151e-05,-0.142820739746089,NA,NA,NA,"+",NA,NA,-0.00762909485011712,"+",7,-188.392295703313,391.028600121223,26.8834671352096,9.55511914859555e-08
5.67880701389002,-0.0414840854561296,NA,NA,NA,0.0443484066183301,-0.00574665549825427,"+",NA,NA,NA,NA,6,-189.488083309336,391.158775314324,27.0136423283111,8.95300697596353e-08
-38.9533209689566,0.32832319230147,-0.000690317560564959,NA,NA,NA,NA,NA,0.400282036620214,NA,-0.000209199174579876,NA,5,-190.571264962475,391.272681768768,27.1275487827548,8.45735285713014e-08
3.30616627483157,-0.0326737974358295,NA,NA,NA,0.0380125291961381,NA,NA,NA,NA,NA,"+",4,-191.597794744942,391.282169576464,27.1370365904511,8.41732700283177e-08
3.8479104110038,-0.0386091370156151,NA,NA,NA,0.0526310833905078,NA,NA,-0.713240755909912,-3.35343342996827,-6.77363255811785e-05,"+",7,-188.520372403823,391.284753522243,27.1396205362298,8.40645906659467e-08
-41.4248070339498,0.349216155269961,-0.000733904587661102,-1.67610520241859,NA,NA,0.000390256330122121,NA,0.315149426487432,NA,-0.000346081785547991,NA,7,-188.525615802798,391.295240320193,27.1501073341801,8.36249600639645e-08
-3.01100700784742,NA,-7.41992832710148e-05,NA,NA,0.0758131289404759,-0.00327519240528081,NA,NA,-2.67390803082385,NA,NA,5,-190.589731737644,391.309615319106,27.1644823330928,8.3026060582084e-08
10.8878833847102,-0.0458585821837876,NA,-1.05954280200461,NA,NA,-0.0059204501919811,"+",NA,NA,NA,NA,6,-189.572443215417,391.327495126486,27.1823621404733,8.22871235311635e-08
-41.1184178788881,0.289936175318359,-0.000611180923725004,-0.638493535221843,NA,0.0635790165385251,NA,NA,-0.135320604644839,NA,NA,NA,6,-189.583619040605,391.349846776861,27.2047137908483,8.13726167258938e-08
3.69779075404067,NA,-6.9071128596001e-05,NA,NA,NA,NA,"+",NA,NA,NA,NA,4,-191.648302565482,391.383185217543,27.2380522315301,8.00274413084082e-08
10.2210903821329,-0.0421144489915058,NA,0.135941663491904,NA,NA,NA,"+",-0.207173224557304,-4.44176782340245,NA,"+",8,-187.538805523925,391.392021528199,27.2468885421864,7.96746475648546e-08
-3.64852743764154,NA,-7.18876148290399e-05,NA,NA,0.0798996128924551,NA,NA,-0.65127827300051,-3.80455161516979,NA,NA,5,-190.632804884784,391.395761613386,27.2506286273729,7.95257918069871e-08
-40.450864538542,0.284997955637242,-0.000601657652500292,-0.596302236425835,NA,0.0636522424233694,-0.000337332430397689,NA,NA,NA,NA,NA,6,-189.614485676026,391.411580047704,27.2664470616908,7.88992859014342e-08
-48.965650681696,0.341877862986886,-0.000702275934602003,NA,NA,0.0753714452752681,0.000709928844485665,NA,0.334816700026666,NA,-0.000227758349356938,NA,7,-188.585662185669,391.415333085935,27.2702000999221,7.87513687113514e-08
-37.4249666855774,0.313577580263426,-0.000663586774274436,NA,NA,NA,0.000312836791339316,NA,NA,NA,NA,NA,4,-191.683579012385,391.453738111349,27.3086051253362,7.72535713138512e-08
-36.051815419014,0.303552882762173,-0.000645317331980944,NA,NA,NA,NA,NA,0.0122053528639908,NA,NA,NA,4,-191.687945254,391.462470594579,27.3173376085661,7.69169988688884e-08
-3.22155552420385,NA,-7.29504720094707e-05,NA,NA,0.0808696097251008,-0.00252343069009154,NA,NA,-3.08845416776571,-0.000175292745892817,NA,6,-189.654938921348,391.492486538348,27.3473535523345,7.57712499021405e-08
-31.2154472067966,0.269561272904029,-0.000586175804050469,-0.7023572433321,NA,NA,NA,NA,NA,-1.27729743127187,NA,NA,5,-190.685299963991,391.500751771799,27.3556187857863,7.54587625075037e-08
4.11997424174036,-0.0391547563267025,NA,-0.0284021302871196,NA,0.0493526153091704,NA,NA,-0.847639257309919,-3.30618545452726,NA,"+",7,-188.628575190942,391.501159096482,27.3560261104687,7.5443395964112e-08
